name,site,type,subtypes,category,phone,full_address,rating,reviews,working_hours,other_hours,business_status,about,range,logo,description,verified,,,,,,,,
A&W Canada,https://web.aw.ca/,Hamburger restaurant,"Hamburger restaurant, American restaurant, Breakfast restaurant, Chicken restaurant, Fast food restaurant",Hamburger restaurant,+1 204-727-3793,"Across from Keystone, 1260 18th St Unit A, Brandon, MB R7A 5C3",4.2,632,"{""Sunday"": ""6a.m.-12a.m."", ""Monday"": ""6a.m.-12a.m."", ""Tuesday"": ""6a.m.-12a.m."", ""Wednesday"": ""6a.m.-12a.m."", ""Thursday"": ""6a.m.-12a.m."", ""Friday"": ""6a.m.-12a.m."", ""Saturday"": ""6a.m.-12a.m.""}",,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Beer"": true, ""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}",$,https://lh5.googleusercontent.com/-5T68mDJmzOY/AAAAAAAAAAI/AAAAAAAAAAA/TgC2PvsZE5w/s44-p-k-no-ns-nd/photo.jpg,"Fast-food outlet serving up namesake root beer, plus burgers, chicken & fries.",TRUE,,,,,,,,
34th Street Bar & Grill,https://brandon.vicinn.com/dining/,Bar & grill,"Bar & grill, Restaurant",restaurants,+1 204-725-1532,"3550 Victoria Ave, Brandon, MB R7B 2R4",3.5,54,"{""Sunday"": ""7a.m.-9p.m."", ""Monday"": ""7a.m.-10p.m."", ""Tuesday"": ""7a.m.-10p.m."", ""Wednesday"": ""7a.m.-10p.m."", ""Thursday"": ""7a.m.-10p.m."", ""Friday"": ""7a.m.-10p.m."", ""Saturday"": ""7a.m.-10p.m.""}",,OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Washroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}",,https://lh6.googleusercontent.com/-HnnM-HAHbqw/AAAAAAAAAAI/AAAAAAAAAAA/e8bwvNWxBz0/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Sizzling Wok,,Chinese restaurant,"Chinese restaurant, Italian restaurant",restaurants,+1 204-728-0277,"1570 18th St #83, Brandon, MB R7A 5C5",3.3,54,"{""Sunday"": ""11a.m.-6p.m."", ""Monday"": ""10:30a.m.-8p.m."", ""Tuesday"": ""10:30a.m.-8p.m."", ""Wednesday"": ""10:30a.m.-8p.m."", ""Thursday"": ""10:30a.m.-8p.m."", ""Friday"": ""10:30a.m.-8p.m."", ""Saturday"": ""11a.m.-6p.m.""}",,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Atmosphere"": {""Casual"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,https://lh6.googleusercontent.com/-BgQenrnijlE/AAAAAAAAAAI/AAAAAAAAAAA/ZvsxNkl2zRU/s44-p-k-no-ns-nd/photo.jpg,具有中国风味的美食，在这里你可以找到你想要的。,TRUE,,,,,,,,
Brown's Bistro,http://www.brownsbistrobrandon.com/,Bistro,Bistro,restaurants,+1 204-725-8280,"1815 Middleton Ave, Brandon, MB R7C 1A7",4.5,22,"{""Sunday"": ""8a.m.-2:30p.m."", ""Monday"": ""8a.m.-2:30p.m."", ""Tuesday"": ""8a.m.-2:30p.m."", ""Wednesday"": ""8a.m.-2:30p.m."", ""Thursday"": ""8a.m.-2:30p.m."", ""Friday"": ""8a.m.-2:30p.m."", ""Saturday"": ""8a.m.-2:30p.m.""}",,OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true}}",$,https://lh6.googleusercontent.com/-6jzCmeHqODU/AAAAAAAAAAI/AAAAAAAAAAA/Ao3dTIlhopM/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Santa Lucia Pizza Brandon,https://www.santaluciapizza.com/brandon-manitoba/,Pizza restaurant,"Pizza restaurant, Greek restaurant, Italian restaurant, Pizza takeaway",restaurants,+1 204-727-8888,"1260 18th St Unit F, Brandon, MB R7A 5C3",4.4,113,"{""Sunday"": ""4-11p.m."", ""Monday"": ""4-11p.m."", ""Tuesday"": ""4-11p.m."", ""Wednesday"": ""11a.m.-11p.m."", ""Thursday"": ""11a.m.-11p.m."", ""Friday"": ""11a.m.-11p.m."", ""Saturday"": ""11a.m.-11p.m.""}",,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Offerings"": {""Late-night food"": true, ""Organic dishes"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true}, ""Atmosphere"": {""Casual"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",$$,https://lh3.googleusercontent.com/-AyRUuSUDjwU/AAAAAAAAAAI/AAAAAAAAAAA/UiJPpT7kW0E/s44-p-k-no-ns-nd/photo.jpg,"Since 1971, when the Simeonidis family opened a little take-out pizzeria in Thompson, Manitoba, Santa Lucia’s dedication to great tasting food and great value has made the little pizzeria a great success. The family’s tradition of making fresh dough, bread, sauces, salad dressings, and traditional Greek and Italian foods, all from scratch has helped Santa Lucia Pizza expand throughout the province.",TRUE,,,,,,,,
Subway,https://restaurants.subway.com/canada/mb/brandon/2405-victoria-avenue?utm_source=yxt-goog,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",restaurants,+1 204-726-8618,"2405 Victoria Ave, Brandon, MB R7B 3X1",4,140,"{""Sunday"": ""9a.m.-9p.m."", ""Monday"": ""8a.m.-10p.m."", ""Tuesday"": ""8a.m.-8p.m."", ""Wednesday"": ""8a.m.-11p.m."", ""Thursday"": ""8a.m.-11p.m."", ""Friday"": ""8a.m.-11p.m."", ""Saturday"": ""8a.m.-10p.m.""}","[{""takeout"": {""Sunday"": ""9 a.m.-9 p.m."", ""Monday"": ""8 a.m.-10 p.m."", ""Tuesday"": ""8 a.m.-10 p.m."", ""Wednesday"": ""8 a.m.-11 p.m."", ""Thursday"": ""8 a.m.-11 p.m."", ""Friday"": ""8 a.m.-11 p.m."", ""Saturday"": ""8 a.m.-10 p.m.""}}]",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Healthy options"": true, ""Late-night food"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}",$,https://lh3.googleusercontent.com/-zCuSPXwRquI/AAAAAAAAAAI/AAAAAAAAAAA/wjSXtSqBKC8/s44-p-k-no-ns-nd/photo.jpg,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",TRUE,,,,,,,,
Edo Japan - Corral Centre - Grill and Sushi,https://www.edojapan.com/locations/edo-japan-corral-centre-brandon/%3Futm_source%3DGMB%26utm_medium%3Dlocation_website%26utm_campaign%3DStore_500,Fast food restaurant,Fast food restaurant,restaurants,+1 204-728-7080,"825 18th St N #6, Brandon, MB R7A 7S1",3.9,39,"{""Sunday"": ""11a.m.-8p.m."", ""Monday"": ""10:30a.m.-9p.m."", ""Tuesday"": ""10:30a.m.-9p.m."", ""Wednesday"": ""10:30a.m.-9p.m."", ""Thursday"": ""10:30a.m.-9p.m."", ""Friday"": ""10:30a.m.-10p.m."", ""Saturday"": ""10:30a.m.-10p.m.""}","[{""delivery"": {""Sunday"": ""11 a.m.-8 p.m."", ""Monday"": ""10:30 a.m.-9 p.m."", ""Tuesday"": ""10:30 a.m.-9 p.m."", ""Wednesday"": ""10:30 a.m.-9 p.m."", ""Thursday"": ""10:30 a.m.-9 p.m."", ""Friday"": ""10:30 a.m.-10 p.m."", ""Saturday"": ""10:30 a.m.-10 p.m.""}}]",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Healthy options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true}}",$,https://lh3.googleusercontent.com/-1yP-qJ1epSM/AAAAAAAAAAI/AAAAAAAAAAA/H9K6SnfeIyo/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Humpty's Big Plate Diner - South End Brandon,https://www.humptys.com/,Family restaurant,"Family restaurant, American restaurant, Breakfast restaurant, Brunch restaurant, Diner, Lunch restaurant, Restaurant",restaurants,+1 204-725-0491,"1525 18th St, Brandon, MB R7A 5C6",3.7,312,"{""Sunday"": ""8a.m.-8p.m."", ""Monday"": ""7a.m.-9p.m."", ""Tuesday"": ""7a.m.-9p.m."", ""Wednesday"": ""7a.m.-9p.m."", ""Thursday"": ""7a.m.-9p.m."", ""Friday"": ""7a.m.-9p.m."", ""Saturday"": ""7a.m.-9p.m.""}",,OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great tea selection"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Healthy options"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$$,https://lh4.googleusercontent.com/-4IzT1Y6UWns/AAAAAAAAAAI/AAAAAAAAAAA/ht2nbgRWeAA/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
The Eagles Nest Bar & Grill,https://www.theeagles-nest.ca/,Restaurant,Restaurant,restaurants,+1 204-650-1030,"3500 McDonald Ave, Brandon, MB R7B 0B9",4.5,87,"{""Sunday"": ""11a.m.-10p.m."", ""Monday"": ""11a.m.-10p.m."", ""Tuesday"": ""11a.m.-10p.m."", ""Wednesday"": ""11a.m.-10p.m."", ""Thursday"": ""11a.m.-10p.m."", ""Friday"": ""11a.m.-10p.m."", ""Saturday"": ""11a.m.-10p.m.""}",,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Late-night food"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Gender-neutral washroom"": true, ""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,https://lh3.googleusercontent.com/-HmrCOxRBeIo/AAAAAAAAAAI/AAAAAAAAAAA/8HnfhflDlfE/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
The Guinness Tavern by the Double Decker,http://www.thedoubledecker.ca/,Bar & grill,Bar & grill,restaurants,+1 204-727-4343,"943 Rosser Ave, Brandon, MB R7A 0L3",4.3,292,"{""Sunday"": ""11a.m.-11p.m."", ""Monday"": ""Closed"", ""Tuesday"": ""11a.m.-11p.m."", ""Wednesday"": ""11a.m.-11p.m."", ""Thursday"": ""11a.m.-12a.m."", ""Friday"": ""11a.m.-12a.m."", ""Saturday"": ""11a.m.-12a.m.""}",,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Karaoke"": true, ""Live music"": true, ""Live performances"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true, ""Assistive hearing loop"": false, ""Wheelchair-accessible entrance"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Braille menu"": true, ""Cocktails"": true, ""Coffee"": true, ""Food"": true, ""Food at bar"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Late-night food"": true, ""Quick bite"": true, ""Salad bar"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Gender-neutral washroom"": true, ""Washroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Paid parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,https://lh5.googleusercontent.com/-SAErrhzGry4/AAAAAAAAAAI/AAAAAAAAAAA/75IHUWQiPg8/s44-p-k-no-ns-nd/photo.jpg,"The Guinness Tavern by the Double Decker is a pub located in the heart of downtown Brandon. Drinks, Food, Music, Karaoke, Students Party.",TRUE,,,,,,,,
Chez Angela Bakery and Café,https://chezangela.ca/,Bakery,"Bakery, Breakfast restaurant, Cafe, Coffee shop, Restaurant",Bakery,+1 204-721-0719,"29C 10th St, Brandon, MB R7A 4E4",4.7,343,"{""Sunday"": ""10a.m.-2p.m."", ""Monday"": ""7a.m.-8p.m."", ""Tuesday"": ""7a.m.-8p.m."", ""Wednesday"": ""7a.m.-8p.m."", ""Thursday"": ""7a.m.-8p.m."", ""Friday"": ""7a.m.-8p.m."", ""Saturday"": ""8a.m.-5p.m.""}","[{""breakfast"": {""Sunday"": ""10 a.m.-2 p.m."", ""Monday"": ""7-11 a.m."", ""Tuesday"": ""7-11 a.m."", ""Wednesday"": ""7-11 a.m."", ""Thursday"": ""7-11 a.m."", ""Friday"": ""7-11 a.m."", ""Saturday"": ""8 a.m.-2 p.m.""}}, {""lunch"": {""Sunday"": ""10 a.m.-2 p.m."", ""Monday"": ""7 a.m.-8 p.m."", ""Tuesday"": ""7 a.m.-8 p.m."", ""Wednesday"": ""7 a.m.-8 p.m."", ""Thursday"": ""7 a.m.-8 p.m."", ""Friday"": ""7 a.m.-8 p.m."", ""Saturday"": ""8 a.m.-5 p.m.""}}]",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""In-store pickup"": true, ""In-store shopping"": true, ""Takeout"": true, ""Dine-in"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Dining options"": {""Breakfast"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",$$,https://lh4.googleusercontent.com/-L7fJwcvvZFY/AAAAAAAAAAI/AAAAAAAAAAA/j-8JFLHuVI8/s44-p-k-no-ns-nd/photo.jpg,"Slow food, great service. We're Westman's from-scratch full service bakery and we are proud to use local ingredients whenever possible. From artisan breads to pastries, cakes, cannolis, donuts, tarts, pies and more.",TRUE,,,,,,,,
Chicken Chef Brandon,https://www.chickenchef.com/menus/,Chicken restaurant,Chicken restaurant,restaurants,+1 204-727-2433,"210 18th St N, Brandon, MB R7A 7P3",3.8,134,"{""Sunday"": ""8a.m.-8p.m."", ""Monday"": ""8a.m.-8p.m."", ""Tuesday"": ""8a.m.-9p.m."", ""Wednesday"": ""8a.m.-9p.m."", ""Thursday"": ""8a.m.-9p.m."", ""Friday"": ""8a.m.-9:30p.m."", ""Saturday"": ""8a.m.-9:30p.m.""}",,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$$,https://lh3.googleusercontent.com/-kN-tGxibjCk/AAAAAAAAAAI/AAAAAAAAAAA/qDLOFWvbuCo/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Original Joe's,https://www.originaljoes.ca/en/locations/mb/brandon/1570-18th-st,Restaurant,Restaurant,restaurants,+1 204-717-5637,"1570 18th St, Brandon, MB R7A 5C5",4.1,252,"{""Sunday"": ""11a.m.-12a.m."", ""Monday"": ""11a.m.-12a.m."", ""Tuesday"": ""11a.m.-12a.m."", ""Wednesday"": ""11a.m.-12a.m."", ""Thursday"": ""11a.m.-1a.m."", ""Friday"": ""11a.m.-1a.m."", ""Saturday"": ""11a.m.-1a.m.""}","[{""happy_hours"": {""Sunday"": ""2-5 p.m.,9 p.m.-12 a.m."", ""Monday"": ""2-5 p.m.,9 p.m.-12 a.m."", ""Tuesday"": ""2-5 p.m.,9 p.m.-12 a.m."", ""Wednesday"": ""2-5 p.m.,9 p.m.-12 a.m."", ""Thursday"": ""2-5 p.m.,9 p.m.-1 a.m."", ""Friday"": ""2-5 p.m.,9 p.m.-1 a.m."", ""Saturday"": ""2-5 p.m.,9 p.m.-1 a.m.""}}, {""brunch"": {""Sunday"": ""11 a.m.-3 p.m."", ""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""Closed"", ""Saturday"": ""11 a.m.-3 p.m.""}}]",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great cocktails"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Late-night food"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Washroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$$,https://lh6.googleusercontent.com/-cNA8BQ4sGaw/AAAAAAAAAAI/AAAAAAAAAAA/hG0XLgPVaAY/s44-p-k-no-ns-nd/photo.jpg,"Burgers, bowls, poutine & more in a lively, relaxed restaurant & bar that has happy hour specials.",TRUE,,,,,,,,
Mano's Pizza,http://www.manosanduppercup.com/,Pizza restaurant,Pizza restaurant,restaurants,+1 204-728-8575,"1650 Park Ave, Brandon, MB R7A 1J5",2.2,6,"{""Sunday"": ""11:30a.m.-10p.m."", ""Monday"": ""11:30a.m.-10p.m."", ""Tuesday"": ""11:30a.m.-10p.m."", ""Wednesday"": ""11:30a.m.-10p.m."", ""Thursday"": ""11:30a.m.-10p.m."", ""Friday"": ""11:30a.m.-10p.m."", ""Saturday"": ""11:30a.m.-10p.m.""}",,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Atmosphere"": {""Casual"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true}}",,https://lh5.googleusercontent.com/-qpwgaZGeL6Q/AAAAAAAAAAI/AAAAAAAAAAA/mpF4Erfq4gE/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Roll'n Pin Asian Restaurant,https://www.rollandpinasian.ca/,Sushi restaurant,"Sushi restaurant, Chinese restaurant, Japanese restaurant, Korean restaurant",Sushi restaurant,+1 204-571-9904,"1944 Queens Ave, Brandon, MB R7B 0T1",4,221,"{""Sunday"": ""11:30a.m.-9p.m."", ""Monday"": ""11:30a.m.-9p.m."", ""Tuesday"": ""11:30a.m.-9p.m."", ""Wednesday"": ""11:30a.m.-9p.m."", ""Thursday"": ""11:30a.m.-9p.m."", ""Friday"": ""11:30a.m.-9p.m."", ""Saturday"": ""11:30a.m.-9p.m.""}",,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great tea selection"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""All you can eat"": true, ""Beer"": true, ""Coffee"": true, ""Healthy options"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$$,https://lh4.googleusercontent.com/-Ao9kHhGTAE8/AAAAAAAAAAI/AAAAAAAAAAA/jtKIbZtpaWM/s44-p-k-no-ns-nd/photo.jpg,"Korea，Japanese food, Chinese food",TRUE,,,,,,,,
